Zonas de movilidad	Tipo de dato	Periodo	Total
Andalucía	Porcentaje de población que sale del área	8/5/2020	12,79
Andalucía	Porcentaje de población que sale del área	7/5/2020	12,65
Andalucía	Porcentaje de población que sale del área	6/5/2020	12,68
Andalucía	Porcentaje de población que sale del área	5/5/2020	12,88
Andalucía	Porcentaje de población que sale del área	4/5/2020	12,18
Andalucía	Porcentaje de población que sale del área	3/5/2020	6,98
Andalucía	Porcentaje de población que sale del área	2/5/2020	7,93
Andalucía	Porcentaje de población que sale del área	1/5/2020	7,39
Andalucía	Porcentaje de población que sale del área	30/4/2020	11,24
Andalucía	Porcentaje de población que sale del área	29/4/2020	11,13
Andalucía	Porcentaje de población que sale del área	28/4/2020	10,64
Andalucía	Porcentaje de población que sale del área	27/4/2020	9,4
Andalucía	Porcentaje de población que sale del área	26/4/2020	5,17
Andalucía	Porcentaje de población que sale del área	25/4/2020	6,62
Andalucía	Porcentaje de población que sale del área	24/4/2020	9,83
Andalucía	Porcentaje de población que sale del área	23/4/2020	9,81
Andalucía	Porcentaje de población que sale del área	22/4/2020	10,1
Andalucía	Porcentaje de población que sale del área	21/4/2020	9,46
Andalucía	Porcentaje de población que sale del área	20/4/2020	9,74
Andalucía	Porcentaje de población que sale del área	19/4/2020	5,29
Andalucía	Porcentaje de población que sale del área	18/4/2020	7,16
Andalucía	Porcentaje de población que sale del área	17/4/2020	9,72
Andalucía	Porcentaje de población que sale del área	16/4/2020	10,36
Andalucía	Porcentaje de población que sale del área	15/4/2020	9,45
Andalucía	Porcentaje de población que sale del área	14/4/2020	9,67
Andalucía	Porcentaje de población que sale del área	13/4/2020	9,78
Andalucía	Porcentaje de población que sale del área	12/4/2020	5,73
Andalucía	Porcentaje de población que sale del área	11/4/2020	7,08
Andalucía	Porcentaje de población que sale del área	10/4/2020	5,96
Andalucía	Porcentaje de población que sale del área	9/4/2020	6,93
Andalucía	Porcentaje de población que sale del área	8/4/2020	9,05
Andalucía	Porcentaje de población que sale del área	7/4/2020	9,12
Andalucía	Porcentaje de población que sale del área	6/4/2020	8,66
Andalucía	Porcentaje de población que sale del área	5/4/2020	5,54
Andalucía	Porcentaje de población que sale del área	4/4/2020	6,79
Andalucía	Porcentaje de población que sale del área	3/4/2020	8,93
Andalucía	Porcentaje de población que sale del área	2/4/2020	8,04
Andalucía	Porcentaje de población que sale del área	1/4/2020	8,07
Andalucía	Porcentaje de población que sale del área	31/3/2020	8,26
Andalucía	Porcentaje de población que sale del área	30/3/2020	9,01
Andalucía	Porcentaje de población que sale del área	28/3/2020	7,46
Andalucía	Porcentaje de población que sale del área	26/3/2020	10,2
Andalucía	Porcentaje de población que sale del área	24/3/2020	10,16
Andalucía	Porcentaje de población que sale del área	22/3/2020	5,22
Andalucía	Porcentaje de población que sale del área	20/3/2020	9,11
Andalucía	Porcentaje de población que sale del área	18/3/2020	9,55
Andalucía	Porcentaje de población que sale del área	16/3/2020	11,32
Andalucía	Porcentaje de población que sale del área	18/11/2019	23,83
Almería	Porcentaje de población que sale del área	15/12/2021	18,43
Almería	Porcentaje de población que sale del área	12/12/2021	11,64
Almería	Porcentaje de población que sale del área	8/12/2021	12,31
Almería	Porcentaje de población que sale del área	1/12/2021	18,32
Almería	Porcentaje de población que sale del área	28/11/2021	9,53
Almería	Porcentaje de población que sale del área	24/11/2021	18,2
Almería	Porcentaje de población que sale del área	21/11/2021	11,09
Almería	Porcentaje de población que sale del área	17/11/2021	18,31
Almería	Porcentaje de población que sale del área	14/11/2021	12,01
Almería	Porcentaje de población que sale del área	10/11/2021	18,33
Almería	Porcentaje de población que sale del área	7/11/2021	11,76
Almería	Porcentaje de población que sale del área	3/11/2021	11,39
Almería	Porcentaje de población que sale del área	31/10/2021	12,44
Almería	Porcentaje de población que sale del área	27/10/2021	17,6
Almería	Porcentaje de población que sale del área	24/10/2021	12,16
Almería	Porcentaje de población que sale del área	20/10/2021	17,92
Almería	Porcentaje de población que sale del área	17/10/2021	11,94
Almería	Porcentaje de población que sale del área	13/10/2021	17,28
Almería	Porcentaje de población que sale del área	10/10/2021	12,67
Almería	Porcentaje de población que sale del área	6/10/2021	18,22
Almería	Porcentaje de población que sale del área	3/10/2021	9,69
Almería	Porcentaje de población que sale del área	29/9/2021	18,06
Almería	Porcentaje de población que sale del área	26/9/2021	12,32
Almería	Porcentaje de población que sale del área	22/9/2021	16,88
Almería	Porcentaje de población que sale del área	19/9/2021	12,55
Almería	Porcentaje de población que sale del área	15/9/2021	17,35
Almería	Porcentaje de población que sale del área	12/9/2021	13,09
Almería	Porcentaje de población que sale del área	8/9/2021	17,14
Almería	Porcentaje de población que sale del área	5/9/2021	13,15
Almería	Porcentaje de población que sale del área	1/9/2021	16,94
Almería	Porcentaje de población que sale del área	29/8/2021	13,11
Almería	Porcentaje de población que sale del área	25/8/2021	16,33
Almería	Porcentaje de población que sale del área	22/8/2021	13,29
Almería	Porcentaje de población que sale del área	18/8/2021	16,51
Almería	Porcentaje de población que sale del área	15/8/2021	13,8
Almería	Porcentaje de población que sale del área	11/8/2021	16,62
Almería	Porcentaje de población que sale del área	8/8/2021	13,79
Almería	Porcentaje de población que sale del área	4/8/2021	16,81
Almería	Porcentaje de población que sale del área	1/8/2021	13,1
Almería	Porcentaje de población que sale del área	28/7/2021	17,02
Almería	Porcentaje de población que sale del área	25/7/2021	13,09
Almería	Porcentaje de población que sale del área	21/7/2021	17,32
Almería	Porcentaje de población que sale del área	18/7/2021	13,27
Almería	Porcentaje de población que sale del área	14/7/2021	17,5
Almería	Porcentaje de población que sale del área	11/7/2021	13,4
Almería	Porcentaje de población que sale del área	7/7/2021	17,54
Almería	Porcentaje de población que sale del área	4/7/2021	12,97
Almería	Porcentaje de población que sale del área	30/6/2021	17,86
Almería	Porcentaje de población que sale del área	27/6/2021	13,61
Almería	Porcentaje de población que sale del área	23/6/2021	12,52
Almería	Porcentaje de población que sale del área	20/6/2021	12,6
Almería	Porcentaje de población que sale del área	16/6/2021	18,09
Almería	Porcentaje de población que sale del área	13/6/2021	12,77
Almería	Porcentaje de población que sale del área	9/6/2021	18,31
Almería	Porcentaje de población que sale del área	6/6/2021	13,51
Almería	Porcentaje de población que sale del área	2/6/2021	18,3
Almería	Porcentaje de población que sale del área	30/5/2021	10,48
Almería	Porcentaje de población que sale del área	26/5/2021	16,14
Almería	Porcentaje de población que sale del área	23/5/2021	7,77
Almería	Porcentaje de población que sale del área	19/5/2021	18,23
Almería	Porcentaje de población que sale del área	16/5/2021	13,19
Almería	Porcentaje de población que sale del área	12/5/2021	16,23
Almería	Porcentaje de población que sale del área	9/5/2021	12,14
Almería	Porcentaje de población que sale del área	5/5/2021	17,79
Almería	Porcentaje de población que sale del área	2/5/2021	8,19
Almería	Porcentaje de población que sale del área	28/4/2021	17,74
Almería	Porcentaje de población que sale del área	25/4/2021	7,22
Almería	Porcentaje de población que sale del área	21/4/2021	18,02
Almería	Porcentaje de población que sale del área	18/4/2021	11,23
Almería	Porcentaje de población que sale del área	14/4/2021	17,98
Almería	Porcentaje de población que sale del área	11/4/2021	11,1
Almería	Porcentaje de población que sale del área	7/4/2021	18,32
Almería	Porcentaje de población que sale del área	4/4/2021	10,72
Almería	Porcentaje de población que sale del área	31/3/2021	17,03
Almería	Porcentaje de población que sale del área	28/3/2021	9,47
Almería	Porcentaje de población que sale del área	24/3/2021	18,46
Almería	Porcentaje de población que sale del área	21/3/2021	11,04
Almería	Porcentaje de población que sale del área	17/3/2021	18,42
Almería	Porcentaje de población que sale del área	14/3/2021	12,49
Almería	Porcentaje de población que sale del área	10/3/2021	18,49
Almería	Porcentaje de población que sale del área	7/3/2021	8,89
Almería	Porcentaje de población que sale del área	3/3/2021	18,25
Almería	Porcentaje de población que sale del área	28/2/2021	10,46
Almería	Porcentaje de población que sale del área	24/2/2021	17,51
Almería	Porcentaje de población que sale del área	21/2/2021	8,72
Almería	Porcentaje de población que sale del área	17/2/2021	17,25
Almería	Porcentaje de población que sale del área	14/2/2021	8,53
Almería	Porcentaje de población que sale del área	10/2/2021	16,46
Almería	Porcentaje de población que sale del área	7/2/2021	7,52
Almería	Porcentaje de población que sale del área	3/2/2021	16,63
Almería	Porcentaje de población que sale del área	31/1/2021	7,28
Almería	Porcentaje de población que sale del área	27/1/2021	16,52
Almería	Porcentaje de población que sale del área	24/1/2021	7,43
Almería	Porcentaje de población que sale del área	20/1/2021	16,42
Almería	Porcentaje de población que sale del área	17/1/2021	8,51
Almería	Porcentaje de población que sale del área	13/1/2021	14,52
Almería	Porcentaje de población que sale del área	10/1/2021	10,17
Almería	Porcentaje de población que sale del área	6/1/2021	10,55
Almería	Porcentaje de población que sale del área	3/1/2021	10,98
Almería	Porcentaje de población que sale del área	30/12/2020	17,17
Almería	Porcentaje de población que sale del área	27/12/2020	11,53
Almería	Porcentaje de población que sale del área	23/12/2020	17,81
Almería	Porcentaje de población que sale del área	20/12/2020	12,13
Almería	Porcentaje de población que sale del área	16/12/2020	18,28
Almería	Porcentaje de población que sale del área	13/12/2020	11,97
Almería	Porcentaje de población que sale del área	9/12/2020	17,38
Almería	Porcentaje de población que sale del área	6/12/2020	8,8
Almería	Porcentaje de población que sale del área	2/12/2020	16,87
Almería	Porcentaje de población que sale del área	29/11/2020	8,26
Almería	Porcentaje de población que sale del área	25/11/2020	16,61
Almería	Porcentaje de población que sale del área	22/11/2020	7,75
Almería	Porcentaje de población que sale del área	18/11/2020	16,05
Almería	Porcentaje de población que sale del área	15/11/2020	7,57
Almería	Porcentaje de población que sale del área	11/11/2020	16,8
Almería	Porcentaje de población que sale del área	8/11/2020	10,45
Almería	Porcentaje de población que sale del área	4/11/2020	17,23
Almería	Porcentaje de población que sale del área	1/11/2020	11,34
Almería	Porcentaje de población que sale del área	28/10/2020	17,41
Almería	Porcentaje de población que sale del área	25/10/2020	12,02
Almería	Porcentaje de población que sale del área	21/10/2020	17,79
Almería	Porcentaje de población que sale del área	18/10/2020	11,95
Almería	Porcentaje de población que sale del área	14/10/2020	18,09
Almería	Porcentaje de población que sale del área	11/10/2020	12,83
Almería	Porcentaje de población que sale del área	7/10/2020	17,72
Almería	Porcentaje de población que sale del área	4/10/2020	11,73
Almería	Porcentaje de población que sale del área	30/9/2020	14,85
Almería	Porcentaje de población que sale del área	27/9/2020	10,25
Almería	Porcentaje de población que sale del área	23/9/2020	17,82
